지점,지점명,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최단시정현상,최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%),기사란
182,제주공항,2022-09-18,5.2,15,26,2327,2357,330,340,10,28,24.3,1436,110,999.3,1005.4,994.1,0.5,0.5,355,0.5,0.5,,,6.6,3500,23.3,86,{비}19-100. {비}355-439. {박무}1100-1200.
182,제주공항,2022-09-19,10.7,19,28,357,401,330,340,,25.8,21.5,255,2357,1000.5,1008.4,993.7,,,,,,,,5.3,2500,20,78,
182,제주공항,2022-09-20,10.8,22,28,1223,1011,70,80,,24.3,20.6,1254,2336,1011.9,1015.2,1008.2,,,,,,,,5.3,2500,15.3,66,
182,제주공항,2022-09-21,11,19,25,1205,1724,70,90,,23.6,19.2,1336,2220,1016.3,1017.7,1014.8,0,0,,0,0,,,6,3000,13.9,64,{이슬비}523-544. {비}700-721.
182,제주공항,2022-09-22,9.8,18,21,1118,1051,70,80,,23.8,18.8,1411,125,1014.7,1016.8,1012.5,,,,,,,,4.6,2500,16.9,76,
182,제주공항,2022-09-23,5,11,18,1641,2039,330,360,,24.6,19,1429,610,1014.6,1017.6,1012.9,,,,,,,,5,15000,16.2,73,
182,제주공항,2022-09-24,5.3,10,17,2117,604,20,50,,22.2,18.6,1426,632,1017.1,1018.9,1015.7,,,,,,,,5.9,3000,11.8,58,
182,제주공항,2022-09-25,8.5,16,20,1316,1127,70,80,,25,19.6,1201,146,1015.9,1017,1014.6,0,0,,0,0,,,6.9,10000,16,69,{비}1500-1510.
182,제주공항,2022-09-26,5.2,9,12,1354,1110,40,40,,24.3,19.8,1352,556,1016.5,1017.8,1015.4,,,,,,,,6.7,11000,15.4,67,
182,제주공항,2022-09-27,5.7,10,13,1654,1545,70,50,,24.1,18.9,1501,314,1015.6,1018,1013.8,0.5,0.5,128,0.5,0.5,,,5,10000,15.8,70,{비}7-250.
182,제주공항,2022-09-28,6.3,13,17,1051,1047,70,80,,24.6,19.5,1141,159,1013.9,1015.1,1012.8,0,0,,0,0,,,7.2,10000,18.5,80,{비}2017-2200.
182,제주공항,2022-09-29,4,7,12,1244,2103,320,190,,24.4,17.3,1457,2328,1015.1,1016.5,1013.7,0,0,,0,0,,,4,3000,15.9,71,{비}729-800.
182,제주공항,2022-09-30,5.1,8,11,1121,1112,30,30,,24.5,16.7,1359,613,1016.5,1017.6,1015.5,,,,,,,,0.3,,14.5,67,
182,제주공항,2022-10-01,5.6,9,11,1304,1300,30,40,,25.9,17.1,1506,201,1017.8,1019.2,1016.9,,,,,,,,1.2,18000,13.6,61,
182,제주공항,2022-10-02,4.1,7,12,400,646,160,170,,28.5,17.8,1434,437,1016.9,1018.7,1015.3,,,,,,,,0.4,,16.3,64,
182,제주공항,2022-10-03,5,12,20,2110,2326,230,230,,28.5,20.9,1114,639,1015.1,1016.9,1013,,,,,,,,1.3,20000,20.1,74,
182,제주공항,2022-10-04,10,19,35,752,846,240,340,62,27.4,18,140,2349,1015.4,1019.9,1010.4,1.5,1.5,839,1.5,1,,,5.8,2500,17.2,75,{비}839-931. {비}1047-1100. {이슬비}1100-1400. {박무}1300-1400.
182,제주공항,2022-10-05,5.1,8,14,902,931,330,340,,20.3,17,1149,2350,1020.4,1022.2,1018.7,0.5,0.5,2241,0.5,0.5,,,5.7,3000,11.6,64,{비}2106-2400.
182,제주공항,2022-10-06,5,9,16,2204,2219,320,330,,20.1,15.7,1448,251,1020.2,1021.6,1018.4,1,0.5,329,0.5,0.5,,,7.6,2500,12.3,70,{비}0-308. {비}329-519. {비}540-634. {비}1700-1733. {비}1900-2400.
182,제주공항,2022-10-07,7.5,14,22,1208,1218,330,330,,19.1,14.5,1407,633,1020.9,1023.2,1019.3,0.5,0.5,329,0.5,0.5,,,6.3,3000,9.5,60,{비}0-634.
182,제주공항,2022-10-08,11.4,22,30,1156,1258,80,90,61,20.4,14.9,1527,626,1021.9,1023.7,1020.4,5,2,543,1.5,1.5,,,7.7,2500,13.6,78,{비}421-933. {박무}500-922. {비}950-1241. {박무}1000-1241.
182,제주공항,2022-10-09,9.5,23,35,1900,1900,330,340,63,19.1,16,4,1858,1017.9,1021.5,1014.2,10.5,6,855,4,2,,,7.9,2500,14.9,82,{비}449-732. {비}800-1200. {박무}900-1200. {비}1828-1939. {박무}1839-1939.
182,제주공항,2022-10-10,14.5,20,33,951,1624,330,310,60,17.4,13.3,1,1414,1019.4,1021.9,1017.9,1,0.5,1123,0.5,0.5,,,5.3,3000,8.4,60,{비}1123-1205. {비}1337-1350. {비}1404-1436. {박무}1411-1436. {비}1623-1633.
182,제주공항,2022-10-11,8.2,17,27,129,305,310,330,,18,15.6,1336,335,1022.9,1024.6,1021.1,,,,,,,,4.2,4000,9,61,
182,제주공항,2022-10-12,8.8,18,25,2233,2232,70,80,,19.9,12.5,2153,443,1025,1025.9,1024.1,,,,,,,,2.3,,11.6,70,
182,제주공항,2022-10-13,12.7,19,24,1628,1538,80,80,,20.9,17.4,1402,2232,1023,1025,1021,,,,,,,,4,3000,13.6,71,
182,제주공항,2022-10-14,9.4,15,19,1330,1408,60,80,,20.9,17.3,1234,2,1019.5,1021.3,1017.8,,,,,,,,3,2500,14.6,76,
182,제주공항,2022-10-15,7.8,13,17,857,1202,70,80,,21.7,16.7,1137,9,1018.8,1020.2,1017.6,,,,,,,,3.3,2500,15.5,78,
182,제주공항,2022-10-16,6.3,14,17,851,843,70,90,,22.2,17.1,1213,208,1018.5,1019.5,1017.3,,,,,,,,4.3,2500,16.5,83,
182,제주공항,2022-10-17,8.5,15,29,2134,2237,330,350,10,18.5,13.7,1045,2400,1020.8,1023.1,1018.8,,,,,,,,3.3,2500,8,59,{박무}533-800.
182,제주공항,2022-10-18,10.5,15,25,1,117,340,360,,15.8,12.8,1304,716,1023.7,1025.3,1022.1,,,,,,,,2,,4.4,53,
182,제주공항,2022-10-19,6.6,10,17,21,7,20,10,,16.6,11.6,1541,2322,1026.3,1027.5,1025,,,,,,,,0.8,,5.7,56,
182,제주공항,2022-10-20,6.8,13,18,952,1005,70,80,,19,11.5,1317,235,1027.3,1028.4,1026.3,,,,,,,,0.1,,9,67,
182,제주공항,2022-10-21,6.3,13,16,1200,1126,70,80,,21.1,11.8,1306,59,1024.7,1026.7,1022.7,,,,,,,,4.6,15000,14.2,80,
182,제주공항,2022-10-22,4,8,15,655,650,360,360,,23,16.6,1326,2128,1021.5,1023.1,1019.8,,,,,,,,4.8,3000,15.5,79,
182,제주공항,2022-10-23,6.9,15,25,2252,2244,360,10,10,18.5,15.1,930,2056,1020.3,1021.5,1019,,,,,,,,3.4,2500,11,70,{박무}800-1100.
182,제주공항,2022-10-24,11,15,26,815,946,330,350,,16.5,13,847,2351,1022.6,1024.7,1020.6,,,,,,,,1.4,3500,5.7,55,
182,제주공항,2022-10-25,8.8,14,21,952,240,80,20,,16.7,9.9,1308,635,1026.6,1028,1024.5,,,,,,,,0.8,,5.3,55,
182,제주공항,2022-10-26,11.6,23,28,1055,1038,70,80,,20.6,13.8,1426,1,1025.9,1027.5,1024.6,0,0,,0,0,,,5.1,3500,10.6,66,{비}333-339.
182,제주공항,2022-10-27,4,7,12,611,1549,60,360,,19.1,12.5,1356,2331,1025.1,1026,1024,,,,,,,,3.7,14000,9.5,65,
182,제주공항,2022-10-28,5.3,9,12,1207,1220,40,40,,18.9,12,1349,154,1025.3,1026.4,1024.2,,,,,,,,2.5,20000,11.5,77,
182,제주공항,2022-10-29,12.2,21,27,1140,1328,70,80,60,20.6,13.9,1145,54,1024.9,1025.9,1023.9,0.5,0.5,309,0.5,0.5,,,3.1,2500,13,75,{비}309-345. {박무}309-500.
182,제주공항,2022-10-30,11.8,19,24,1543,1617,70,100,,19.9,15.4,1147,348,1024.1,1025.2,1023.1,,,,,,,,3,2500,12,71,
182,제주공항,2022-10-31,12.2,19,25,809,800,80,90,,19,15.2,1223,2359,1023.1,1024.4,1021.7,,,,,,,,2.9,,11.3,69,
182,제주공항,2022-11-01,4.7,10,15,538,556,10,20,10,19.2,14.1,1114,354,1022,1023.6,1020.7,,,,,,,,1.3,,11.7,73,{박무}2100-2400.
182,제주공항,2022-11-02,4.9,8,12,1144,1219,40,40,10,18.1,12.5,1300,2347,1020.6,1022.2,1018.9,,,,,,,,1.5,2500,10.8,73,{박무}0-1800. {박무}1900-2200.
182,제주공항,2022-11-03,5.9,12,21,2010,2006,350,360,,18.2,10.1,1508,645,1019.3,1021.5,1017.6,,,,,,,,1.8,20000,7.3,62,
182,제주공항,2022-11-04,8,12,21,120,118,340,360,,14.6,10.3,38,2041,1024,1025.8,1021.2,,,,,,,,3.7,3000,4,59,
182,제주공항,2022-11-05,6.7,10,18,202,250,360,360,,14.1,10.6,1544,721,1026.3,1028.2,1025.2,,,,,,,,3.1,3000,3.7,56,
182,제주공항,2022-11-06,5.5,9,13,1212,312,50,10,,15.3,8.2,1346,643,1025.5,1027.6,1023.9,,,,,,,,1.6,,4.1,58,
182,제주공항,2022-11-07,4.7,7,11,24,1325,180,40,,16.5,9.2,1401,2,1023.9,1024.9,1022.4,,,,,,,,0.7,,6.8,66,
182,제주공항,2022-11-08,5,7,10,418,706,170,170,,18.4,10.2,1425,252,1025.3,1026.5,1024.3,,,,,,,,0,,6.5,61,
182,제주공항,2022-11-09,6,10,14,1542,944,70,110,,20.4,11.7,1418,320,1025.3,1026.9,1023.5,,,,,,,,1.5,16000,9.4,65,
182,제주공항,2022-11-10,8.7,16,21,1429,1432,70,90,95,22.9,13,1302,51,1023.1,1024.2,1021.4,8,,,,,,,5.8,3500,14.6,81,{비}300-322. {}312-322. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}322-351. {박무}334-552. {비}351-406. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}406-435. {비}435-600.
182,제주공항,2022-11-11,14.3,20,26,1138,1051,90,110,,24,17.5,1327,103,1023.4,1025,1022.2,,,,,,,,2.3,4000,15.4,73,
182,제주공항,2022-11-12,3.8,11,14,1721,1717,90,100,61,23.2,14.9,1535,448,1017.8,1022.3,1013.1,3,,,,,,,4.4,3000,16.8,84,{비}826-1000. {박무}900-1000. {비}1109-1200. {비}1900-1920.
182,제주공항,2022-11-13,10.1,19,31,410,404,320,330,61,22.1,12.7,56,2030,1017.8,1020.9,1012.8,1,,,,,,,7.2,2500,10.7,77,{비}140-430. {박무}300-430.
182,제주공항,2022-11-14,7.3,12,20,1355,1349,320,330,,15.2,12.2,1209,2400,1019.7,1021,1018.6,,,,,,,,5.8,2500,7.1,66,
182,제주공항,2022-11-15,5.6,9,16,204,301,340,330,,14.6,9.4,1417,2339,1019.6,1021.5,1018.3,,,,,,,,3.7,3000,4.7,61,
182,제주공항,2022-11-16,5.7,9,14,1029,1234,250,330,,17.5,9.1,1147,117,1021.9,1023.1,1020.8,,,,,,,,3,20000,7.1,68,
182,제주공항,2022-11-17,7.2,13,17,1506,1515,70,70,,17.7,10.8,1342,541,1022.8,1024.1,1021.4,,,,,,,,7,11000,8.5,69,
182,제주공항,2022-11-18,11.1,21,27,1248,1224,70,70,,18.8,13.5,1205,614,1023.8,1025.4,1022.5,,,,,,,,3,12000,11.3,74,
182,제주공항,2022-11-19,12.4,22,28,1411,1402,70,80,,20,14.9,1220,5,1020.5,1022.9,1018.3,,,,,,,,3.9,2500,12,72,
182,제주공항,2022-11-20,10.3,15,20,327,1056,80,100,63,16.9,14.1,333,2312,1018.7,1020.4,1017.3,21,,,,,,,6.8,2500,13.3,87,{비}529-1800. {박무}1300-1334. {박무}1433-1600. {박무}1616-1700.
182,제주공항,2022-11-21,6.1,10,14,1259,1215,50,40,,18.6,12.5,1146,2235,1021.1,1022.7,1019.5,,,,,,,,3.3,2500,11.5,77,
182,제주공항,2022-11-22,9.3,20,25,1923,1902,80,70,63,18.6,12.6,1257,117,1018.4,1022.1,1014.4,8.5,,,,,,,7.5,2500,11.5,77,{비}1005-1024. {비}1128-1249. {비}1335-1532. {비}1615-2400. {박무}1800-2100. {박무}2200-2400.
182,제주공항,2022-11-23,7.3,14,20,10,155,90,80,63,15.6,9.6,1259,2316,1018,1021.4,1014.2,9,,,,,,,6.1,2500,9.4,74,{박무}0-400. {비}0-531. {이슬비}600-629.
182,제주공항,2022-11-24,4.8,8,10,55,952,220,40,,15.9,8.7,1413,612,1021.6,1023.2,1020.1,,,,,,,,2.5,18000,6.4,68,
182,제주공항,2022-11-25,4.5,7,13,1,2114,180,190,,19.4,8.8,1325,602,1019.4,1023.2,1016.9,,,,,,,,3.3,20000,5.3,57,
182,제주공항,2022-11-26,5.4,12,20,1252,1252,10,10,,16.9,10,32,2348,1018.3,1021.3,1015.8,0,,,,,,,2.6,2500,7.8,65,{비}30-110.
182,제주공항,2022-11-27,4.7,12,17,1321,809,70,110,,19,8.7,1439,646,1019.5,1021.2,1017.7,,,,,,,,3.8,14000,5.7,58,
182,제주공항,2022-11-28,7.3,19,44,907,1232,220,250,65,26.4,14.3,1347,33,1013.9,1018.5,1008.3,27,,,,,,,6.8,3000,13.2,61,{비}2018-2400. {박무}2100-2400.
182,제주공항,2022-11-29,9.4,17,26,254,250,270,280,63,20.9,8.4,34,2336,1016,1026.6,1007.5,19.5,,,,,,,7.6,2500,9.9,77,{박무}0-100. {비}0-411. {박무}400-700. {비}522-1143. {박무}835-900. {박무}927-1100. {비}1710-1800. {비}2039-2100.
182,제주공항,2022-11-30,11.5,17,33,621,457,350,330,,8.5,3.7,11,2022,1030.5,1033.2,1026.4,0,,,,,,,7.1,2500,-1,63,{소낙성비}1800-1824. {소낙성비}1907-1951. {소낙성비}2011-2115.
182,제주공항,2022-12-01,6.6,14,24,301,14,360,10,,6.4,3.6,1432,336,1030.8,1032.7,1029.2,0,,,,,,,6.8,2500,-2.3,60,{소낙성비}307-406. {소낙성진눈깨비}406-424.
182,제주공항,2022-12-02,7,10,18,317,344,320,340,,8.6,5,1156,231,1029,1031.4,1026.3,0,,,,,,,5.6,2500,-0.2,62,{소낙성비}335-412. {소낙성비}436-523. {소낙성비}700-812.
182,제주공항,2022-12-03,6.3,15,18,1022,1024,80,90,61,12.5,5.1,1604,31,1025.3,1026.5,1023.2,1,,,,,,,7.3,2500,6.9,80,{비}453-700. {비}829-1000. {박무}900-1000. {비}1800-2400.
182,제주공항,2022-12-04,7.8,15,23,535,500,10,20,,10.6,6.2,18,2200,1028.5,1030.3,1025.6,0.5,,,,,,,7.4,2000,0.8,62,{비}0-546.
182,제주공항,2022-12-05,9,12,20,431,435,10,360,,6.6,4.4,1,2248,1028.7,1030.8,1027.3,,,,,,,,5.1,8000,-2.4,57,
182,제주공항,2022-12-06,8.2,13,23,900,858,320,330,,10.9,2.4,1405,455,1026.5,1029,1024.7,,,,,,,,3.6,4000,-1.5,52,
182,제주공항,2022-12-07,7,12,19,904,914,310,320,,12.3,5.9,1211,7,1026.5,1027.6,1024.9,,,,,,,,3.2,4000,0.7,54,
182,제주공항,2022-12-08,5.7,9,14,1349,857,70,150,,12.4,5.2,1427,234,1026.2,1028,1024.6,,,,,,,,5,10000,1.3,59,
182,제주공항,2022-12-09,5.4,9,12,1614,1058,60,100,,14.2,8,1218,620,1022.7,1024.9,1021.2,,,,,,,,6.5,2500,1.6,53,
182,제주공항,2022-12-10,4.9,10,16,1844,2015,360,20,,13.5,8.1,1142,459,1019.9,1021.6,1017.3,0,,,,,,,6.7,2500,4.5,67,{비}1614-1826. {비}2009-2032. {비}2300-2331.
182,제주공항,2022-12-11,9.6,16,27,855,853,360,360,,10.6,5.1,1,2336,1022.7,1024.2,1020.8,,,,,,,,4.3,3000,0.7,57,{비}446-454.
182,제주공항,2022-12-12,7.3,15,25,2232,2243,300,300,,10.7,4.5,2148,334,1021.8,1024.5,1019.8,,,,,,,,4.9,2500,1.8,65,
182,제주공항,2022-12-13,13.5,24,37,2257,2037,310,330,,11.3,7,1924,2400,1022.4,1025.9,1020.6,,,,,,,,5.3,4000,-0.3,50,{황사 또는 공중먼지}900-2400.
182,제주공항,2022-12-14,11.9,22,39,1,2,310,310,83,7.2,1.6,2,1937,1027.7,1030.1,1025.5,1,,,,,,,6.8,2500,-1.6,69,{황사 또는 공중먼지}0-200. {비}200-300. {소낙성진눈깨비}536-600. {소낙성진눈깨비}700-800. {소낙성진눈깨비}847-900. {소낙성진눈깨비}909-1000. {소낙성진눈깨비}1120-1200. {소낙성진눈깨비}1245-1900. {소낙성눈}1900-1935. {소낙성진눈깨비}2300-2400.
182,제주공항,2022-12-15,5.2,10,17,2232,401,210,340,,9.1,1.9,1446,1,1026.1,1027.5,1024.1,,,,,,,,3.9,3000,-1,62,
182,제주공항,2022-12-16,7.3,16,28,351,335,360,360,10,9.8,4.1,309,1826,1028.3,1031.1,1025,0,,,,,,,7.8,2000,-0.8,65,{박무}400-800. {이슬비}530-633.
182,제주공항,2022-12-17,15.5,28,47,2006,2000,310,300,85,5.5,-0.5,958,2309,1026.7,1029.4,1024.7,1.9,,,,,0.3,0.3,7.3,2500,-2.1,69,{비}600-900. {박무}700-800. {진눈깨비}900-1000. {박무}1000-1100. {소낙성비}1000-1200. {소낙성비}1226-1300. {소낙성진눈깨비}1300-1400. {박무}1431-1500. {소낙성진눈깨비}1431-1652. {소낙성진눈깨비}1735-2100. {박무}1900-2000. {소낙성눈}2100-2400. {박무}2111-2200. {박무}2300-2400.
182,제주공항,2022-12-18,21.8,30,50,343,335,310,300,85,3.9,-1.3,2329,310,1024.2,1025.9,1022.2,0.9,,,,,0.8,1,6.6,2500,-3.9,65,{소낙성눈}0-1100. {박무}200-300. {박무}310-325. {박무}638-644. {박무}722-1000. {박무}1028-1045. {소낙성눈}1215-1500. {박무}1236-1249. {박무}1346-1400. {소낙성눈}1514-2153. {박무}1525-1542. {박무}2100-2153. {소낙성눈}2220-2400.
182,제주공항,2022-12-19,9.2,20,31,232,223,300,310,,8.7,1.7,1929,134,1026.2,1027.5,1024.7,0.4,,,,,,,6.4,3000,-2.8,53,{소낙성눈}0-200. {소낙성진눈깨비}200-338. {소낙성진눈깨비}351-540.
182,제주공항,2022-12-20,6.5,12,17,1442,1301,70,60,,11.1,3.8,1400,654,1025,1028.8,1019.1,,,,,,,,3.3,3000,2,67,
182,제주공항,2022-12-21,8.9,19,29,2358,1709,320,320,63,12.2,7.4,627,2400,1013.1,1019.7,1009.7,8.9,,,,,,,7.7,2500,4.5,74,{비}209-442. {비}706-1400. {박무}800-1022. {비}1421-1700.
182,제주공항,2022-12-22,19,28,46,1858,2025,320,300,85,7.8,-0.4,33,2309,1011.7,1014.2,1010.3,3.4,,,,,0.4,0.4,7.3,2500,-2,70,{비}400-449. {소낙성진눈깨비}820-839. {소낙성진눈깨비}930-1233. {박무}1000-1100. {소낙성눈}1233-1300. {박무}1233-1500. {소낙성진눈깨비}1300-1305. {소낙성눈}1305-1500. {소낙성진눈깨비}1500-1600. {박무}1600-1700. {소낙성눈}1600-2400. {박무}1729-1741. {박무}1815-1834. {박무}1852-1900. {박무}2100-2400.
182,제주공항,2022-12-23,22,29,49,504,19,300,320,85,3.1,-0.8,2232,509,1015.9,1018.6,1013.5,0.9,,,,,0.6,1,7,2500,-2.9,73,{박무}0-908. {소낙성눈}0-2400. {박무}923-934. {박무}1100-1200. {박무}1244-1428. {박무}1500-1700. {박무}2300-2400.
182,제주공항,2022-12-24,13.8,24,40,340,335,320,310,85,4.2,1,749,8,1019.5,1022,1017.4,1.8,,,,,0,0.3,7,2500,-1.2,73,{박무}0-500. {소낙성눈}0-700. {소낙성진눈깨비}700-1200. {소낙성비}1200-1700.
182,제주공항,2022-12-25,8.4,15,26,1434,1429,330,330,,7.7,3.8,1234,4,1024,1026,1021.9,,,,,,,,6.2,2500,-0.6,65,
182,제주공항,2022-12-26,6.2,10,17,846,1616,330,350,,7.7,5,1250,6,1025.9,1027.4,1024.6,,,,,,,,6.7,2500,0.2,64,
182,제주공항,2022-12-27,5.7,10,18,29,25,350,350,,8.1,5.4,1417,617,1029.1,1030.4,1027.2,,,,,,,,6.2,2500,-0.6,61,
182,제주공항,2022-12-28,6.8,12,21,1352,1352,320,320,10,8.3,4.6,1124,106,1030.4,1032.7,1028.9,,,,,,,,6.3,3000,-1,58,{박무}1400-1600.
182,제주공항,2022-12-29,6.3,11,19,300,257,360,360,,7.1,4.7,1522,403,1032.8,1033.7,1031.4,,,,,,,,6.8,2500,-1.5,60,
182,제주공항,2022-12-30,6.9,11,20,222,216,330,330,,7.7,5.8,1443,555,1032.5,1033.7,1031,,,,,,,,6.6,3500,-2.8,51,
182,제주공항,2022-12-31,7.8,13,22,407,335,300,310,,8.7,2.9,1321,2240,1032.1,1033.6,1031.4,,,,,,,,4.2,4000,-2.4,54,
182,제주공항,2023-01-01,7.3,10,18,657,715,300,310,5,10.5,2.8,1233,147,1031.3,1032.6,1029.8,,,,,,,,5.8,3000,-0.3,58,{연무}900-2200.
182,제주공항,2023-01-02,7.3,12,22,1607,1818,330,330,,7,3.4,1426,2004,1032.4,1033.9,1030.7,,,,,,,,5.9,3000,-3.4,55,
182,제주공항,2023-01-03,8.8,13,22,742,1712,320,320,,7.5,4.3,1306,1,1030.8,1032.1,1029.4,,,,,,,,5.6,3000,-2.5,56,
182,제주공항,2023-01-04,4.3,10,16,12,7,330,330,,8.2,2.8,1346,754,1031.5,1033.4,1030.2,,,,,,,,2.6,2500,-1.4,61,
182,제주공항,2023-01-05,5.4,9,13,655,1403,170,270,5,12.2,2.6,1400,103,1030.8,1032.4,1029.4,,,,,,,,3.3,3500,0.7,64,{연무}300-2400.
182,제주공항,2023-01-06,6,19,35,2319,2325,280,290,60,11.7,3.9,2241,307,1023.8,1029.4,1018.6,1.8,,,,,,,6,3000,2.6,66,{연무}0-1100. {연무}1700-1850. {비}1850-1930. {박무}1850-2000. {비}2017-2112. {비}2227-2400. {박무}2227-2400.
182,제주공항,2023-01-07,13.2,26,39,121,107,300,300,10,11.5,3.7,1,2350,1022.6,1025.6,1018.6,,,,,,,,2.5,8000,-1.4,51,{박무}0-200. {연무}200-300. {연무}1900-2400.
182,제주공항,2023-01-08,4.6,8,13,630,1805,170,130,5,12.7,2.2,1330,744,1025.3,1027.1,1024,,,,,,,,0.3,,0.5,62,{연무}0-400.
182,제주공항,2023-01-09,6.8,13,19,1517,1248,300,270,10,15.9,3.4,1247,2319,1024.6,1027.6,1022.6,,,,,,,,3.4,2500,3.8,69,{박무}1400-2000.
182,제주공항,2023-01-10,8.4,17,22,1622,1528,70,70,,14.9,2.1,1348,620,1027.3,1028.8,1025.7,,,,,,,,1.3,20000,2.5,66,
182,제주공항,2023-01-11,5.3,8,14,1814,921,90,170,,14.7,5.3,1333,707,1025.6,1027.1,1024.1,,,,,,,,0.2,,3.3,64,
182,제주공항,2023-01-12,4.7,17,33,2357,2356,190,190,,18.4,5,2329,215,1020.8,1024.1,1015.9,2.1,,,,,,,4.6,3000,6.7,69,{비}1200-1900. {비}2129-2241. {비}2400-2400.
182,제주공항,2023-01-13,9.8,22,38,510,510,220,210,10,20.1,13.7,609,2356,1011.9,1017.1,1010.4,28.2,,,,,,,8,200,15,89,{비}0-126. {비}200-1600. {박무}800-2400. {비}1829-2000. {비}2013-2400.
182,제주공항,2023-01-14,5.6,11,18,2131,2132,360,10,61,13.9,8.3,21,2322,1013.4,1017.1,1010,0.4,,,,,,,8,3000,9.3,91,{비}0-100. {박무}0-300. {비}134-300. {비}1813-2400. {박무}1813-2400.
182,제주공항,2023-01-15,11,16,28,707,2034,330,330,61,8.6,3.5,19,2328,1019.7,1022.6,1017.1,3.8,,,,,,,7.8,2500,1.5,75,{비}0-500. {박무}0-500. {비}842-913.
182,제주공항,2023-01-16,10.6,16,30,254,708,320,330,,3.9,2.5,634,1912,1025.2,1026.8,1022.2,,,,,,,,7,2500,-3.2,63,
182,제주공항,2023-01-17,8.3,12,22,1510,1630,330,320,,4.8,2.7,1527,2,1026.6,1027.9,1025.1,0,,,,,,,7,2500,-2.5,63,{비}834-900. {비}916-1122. {비}1240-1500.
182,제주공항,2023-01-18,6.5,12,26,1939,1914,320,330,,7.4,4.6,1331,1,1026.6,1027.9,1025.3,0,,,,,,,7,3000,-2.4,56,{비}1600-1637.
182,제주공항,2023-01-19,7.1,12,21,718,634,320,310,,8.4,5.7,1446,2313,1025.2,1026.8,1023.5,,,,,,,,6.8,3500,-1.8,55,
182,제주공항,2023-01-20,9.9,18,28,653,656,320,330,5,10,2.1,604,2251,1028,1031.4,1024,,,,,,,,6.3,2500,-2.6,55,{연무}700-1000. {황사 또는 공중먼지}1000-1500.
182,제주공항,2023-01-21,4.9,9,14,133,148,340,360,,5.2,1,1552,2318,1029.6,1031.7,1025.9,0,,,,,,,5,2500,-3.8,63,{비}622-742.
182,제주공항,2023-01-22,8.9,16,24,2257,2326,80,70,61,10,0.6,1101,203,1023.4,1027.5,1020.7,4.1,,,,,,,7.3,3000,2,74,{비}1131-1800. {박무}1400-1500. {박무}1600-1700. {비}1925-2400.
182,제주공항,2023-01-23,9.3,16,30,2313,2254,350,340,10,10.3,4.6,1328,2358,1022,1024.6,1019.6,0.1,,,,,,,6.3,2500,1.2,65,{비}0-300. {박무}2300-2400.
182,제주공항,2023-01-24,20.7,29,50,1323,936,320,330,85,4.8,-4.4,3,1523,1028.2,1031.5,1024.5,0.7,,,,,1.6,1.6,7,2500,-6,72,{박무}0-100. {소낙성진눈깨비}346-431. {박무}431-1300. {소낙성눈}431-2400. {박무}1441-2400.
182,제주공항,2023-01-25,6.5,18,32,9,26,340,330,85,1,-3.6,1429,357,1030,1033.4,1026.1,0.2,,,,,0.2,1.8,6.5,2500,-7,66,{박무}0-500. {소낙성눈}0-600. {소낙성눈}900-1120.
182,제주공항,2023-01-26,5.3,10,19,2248,2316,330,360,,9.2,0.2,1207,1,1023.4,1026.3,1020.9,0.3,,,,,,,7,2500,-0.7,66,{비}339-532. {이슬비}613-732. {소낙성진눈깨비}917-1014. {비}1947-2200. {비}2317-2400.
182,제주공항,2023-01-27,15.2,24,42,1404,1319,330,330,85,6,-0.6,58,1526,1022.9,1025,1019.9,4.2,,,,,1.7,1.7,7.2,500,-1.2,79,{비}0-30. {비}200-526. {소낙성진눈깨비}600-822. {소낙성진눈깨비}900-924. {박무}924-931. {소낙성눈}924-2400. {박무}944-1000. {박무}1036-1128. {박무}1140-2400.
182,제주공항,2023-01-28,11.8,21,34,352,447,330,320,85,4.9,-1.4,2338,849,1024.4,1026.3,1023.4,1.4,,,,,0.8,2.2,6.8,2500,-4.6,63,{소낙성눈}0-1800. {박무}300-500. {박무}600-1100. {박무}1300-1500.
182,제주공항,2023-01-29,12.1,18,29,2349,2249,310,290,,9,4.4,1420,114,1022,1023.7,1020.1,,,,,,,,6.8,3500,-2.4,53,
182,제주공항,2023-01-30,7.9,18,30,26,26,310,310,,8.1,0.7,1,2335,1024.5,1027,1021.9,,,,,,,,2,4000,-4.6,49,
182,제주공항,2023-01-31,5.8,10,17,1501,1332,220,220,,13.5,0.4,1500,639,1020.1,1024,1016.3,,,,,,,,1.7,20000,-2.2,54,
182,제주공항,2023-02-01,6.2,11,19,21,20,200,190,5,12.3,3.9,1242,2357,1019.8,1025.1,1015.9,,,,,,,,5.1,20000,2.3,65,{연무}1400-1600. {연무}1700-1800.
