ISSUE_HW_DAY_2019-05_2019-05_2021
일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2019-05-27,합천(285),X,24.2,21.7,19.5,16.7,82.5,X, ,X,낮음
2019-05-27,밀양(288),X,25.7,22.8,20.5,18.7,91.8,X, ,X,낮음
2019-05-27,산청(289),X,26.4,24.1,19.6,15.6,85.6,X, ,X,낮음
2019-05-27,거제(294),X,25.1,23,20.4,19.2,96.9,X, ,X,낮음
2019-05-27,남해(295),X,24.5,22.5,20.2,17.4,88.1,X, ,X,낮음
2019-05-27,부천(433),X,,22.4,17.5,15.4,,X, ,X,낮음
2019-05-27,안양(434),X,,23.5,18,15.6,84,X, ,X,낮음
2019-05-27,광명(437),X,,23.3,18.2,15.6,,X, ,X,낮음
2019-05-27,군포(438),X,,22.7,17.2,15.2,,X, ,X,낮음
2019-05-27,김포(441),X,,21.6,17,14.2,,X, ,X,낮음
2019-05-27,하남(444),X,,,17.6,,,X, ,X,낮음
2019-05-27,의왕(445),X,,21.4,15.6,12.7,,X, ,X,낮음
2019-05-27,포천(504),X,21.9,20.6,17.5,14.4,64,X, ,X,낮음
2019-05-27,가평조종(505),X,,18.8,16.4,13.7,,X, ,X,낮음
2019-05-27,안성(516),X,24.2,23.8,18.1,15,84,X, ,X,낮음
2019-05-27,간성(517),X,26.6,25.5,21.6,17.8,65,X, ,X,낮음
2019-05-27,평창(526),X,21.8,19,16.6,14.7,80,X, ,X,낮음
2019-05-27,의정부(532),X,23.1,20.1,17,13.7,90,X, ,X,낮음
2019-05-27,횡성(536),X,23.5,19.9,17.4,15.1,93,X, ,X,낮음
2019-05-27,고양(540),X,22.9,22.4,17.3,12.4,85,X, ,X,낮음
2019-05-27,남양주(541),X,23,20.4,17.4,14.6,82,X, ,X,낮음
2019-05-27,안산(545),X,22.8,21.8,16.5,14.4,92,X, ,X,낮음
2019-05-27,경기광주(546),X,22.5,19.6,16.4,13.2,89,X, ,X,낮음
2019-05-27,여주(548),X,22.5,22.1,16.7,13.8,89,X, ,X,낮음
2019-05-27,용인(549),X,22.4,21.6,16.8,14.7,84,X, ,X,낮음
2019-05-27,오산(550),X,22.6,22.8,17.4,14.7,75,X, ,X,낮음
2019-05-27,평택(551),X,23.6,23.1,17.7,14.9,86,X, ,X,낮음
2019-05-27,화천(555),X,23.6,20.1,17.1,15.1,89,X, ,X,낮음
2019-05-27,양구(556),X,23.5,20.4,17.5,15.6,81,X, ,X,낮음
2019-05-27,시흥(565),X,23.3,23,18.1,15.1,80,X, ,X,낮음
2019-05-27,구리(569),X,22.9,22.2,18.1,14.9,74,X, ,X,낮음
2019-05-27,화성(571),X,23,22.6,17,14.9,81,X, ,X,낮음
2019-05-27,성남(572),X,23.4,23.1,17.8,15,80,X, ,X,보통
2019-05-27,과천(590),X,23.2,21.7,17.4,13.7,81,X, ,X,낮음
2019-05-27,양주(598),X,22.8,20,17.2,13.9,81,X, ,X,낮음
2019-05-27,단양(601),X,24.7,22.8,19,16,88,X, ,X,낮음
2019-05-27,진천(602),X,23,23.6,17.7,14.4,78,X, ,X,낮음
2019-05-27,괴산(603),X,23.5,20.7,17.6,14.5,84,X, ,X,낮음
2019-05-27,옥천(604),X,26.3,22.6,17.5,14.1,98,X, ,X,낮음
2019-05-27,홍북(608),X,23.2,22,15.7,10.7,98,X, ,X,낮음
2019-05-27,공주(612),X,23.5,22.8,17.3,13.7,90,X, ,X,낮음
2019-05-27,서천(614),X,23.9,21.8,18.1,13.5,86,X, ,X,낮음
2019-05-27,논산(615),X,24.1,,,,,X, ,X,낮음
2019-05-27,당진(616),X,23.5,22.6,16.8,13.3,90,X, ,X,낮음
2019-05-27,청양(618),X,23,20.1,16,10.4,99,X, ,X,낮음
2019-05-27,음성(619),X,23.2,20.2,17.1,14.3,90,X, ,X,낮음
2019-05-27,증평(623),X,23.8,21,17.7,14.7,92,X, ,X,낮음
2019-05-27,태안(627),X,23.3,21.5,16.6,13.6,88,X, ,X,낮음
2019-05-27,예산(628),X,24.1,22.8,17.6,13.6,91,X, ,X,낮음
2019-05-27,아산(634),X,23.7,22.9,17.9,14.3,78,X, ,X,낮음
2019-05-27,계룡(636),X,22.8,20.3,16.5,13.1,91,X, ,X,낮음
2019-05-27,연천청산(652),X,22.9,21.2,17.3,13.4,85,X, ,X,낮음
2019-05-27,양양(670),X,28.9,27.7,21.7,17.3,77,X, ,X,낮음
2019-05-27,무안(699),X,23.4,20.4,17.8,14,90,X, ,X,낮음
2019-05-27,무주(701),X,25.7,22.9,18.2,14.3,93,X, ,X,낮음
2019-05-27,익산(702),X,24.4,20.7,17.6,12.5,98,X, ,X,낮음
2019-05-27,진안(703),X,23,19.7,16.5,11.5,94,X, ,X,낮음
2019-05-27,담양(706),X,24.5,21,17.9,13.3,100,X, ,X,낮음
2019-05-27,구례(709),X,24.1,21.3,18.8,14.9,83,X, ,X,낮음
2019-05-27,나주(710),X,24.2,20.5,17.9,12.5,100,X, ,X,낮음
2019-05-27,순천시(712),X,24.7,22,19.6,16.7,95,X, ,X,낮음
2019-05-27,광양읍(713),X,24.4,21.9,19.6,16.3,95,X, ,X,낮음
2019-05-27,장성(730),X,23.1,20.1,17.2,12.3,92,X, ,X,낮음
2019-05-27,영암(731),X,24.7,21.5,18.6,13.5,93,X, ,X,낮음
2019-05-27,보성(732),X,23.8,20.2,17.7,12.9,96,X, ,X,낮음
2019-05-27,완주(734),X,24.1,21.8,17.4,12.2,91,X, ,X,낮음
2019-05-27,김제(737),X,23.6,20.6,17.1,13.1,93,X, ,X,낮음
2019-05-27,화순(741),X,23.5,20.8,18.1,13.3,83,X, ,X,낮음
2019-05-27,함평(754),X,23.4,19.9,17.7,13.2,91,X, ,X,낮음
2019-05-27,곡성(768),X,23.7,20.9,18.2,13.7,84,X, ,X,낮음
2019-05-27,압해도(789),X,23.4,20,18.1,14.8,92,X, ,X,낮음
2019-05-27,영양(801),X,23.6,20.3,17.3,14.3,90,X, ,X,낮음
2019-05-27,성주(810),X,24.5,22.1,19.7,16.3,78,X, ,X,낮음
2019-05-27,고령(812),X,25.5,22.3,19.5,16.6,92,X, ,X,낮음
2019-05-27,청도(813),X,24.7,22.6,20.1,18.1,81,X, ,X,낮음
2019-05-27,예천(815),X,23.2,19.6,17.2,15.4,95,X, ,X,낮음
2019-05-27,김천(822),X,26.6,24.4,18.8,14.7,87,X, ,X,낮음
2019-05-27,군위(823),X,26.5,24.2,19.6,16.7,85,X, ,X,낮음
2019-05-27,칠곡(825),X,25.1,22.8,20.2,16.9,75,X, ,X,낮음
2019-05-27,경산(827),X,25,22.7,20.8,18.7,75,X, ,X,낮음
2019-05-27,삼척(876),X,26.6,26.2,20.9,17,59,X, ,X,낮음
2019-05-27,속초(90),X,25.2,24.6,20.7,16.8,65.8,X, ,X,낮음
2019-05-27,삼천포(907),X,24.1,20.9,19.8,17.5,92,X, ,X,낮음
2019-05-27,고성(918),X,24.5,22.3,20.4,19.1,88,X, ,X,낮음
2019-05-27,창녕(919),X,24.5,22.7,20.2,17.1,83,X, ,X,낮음
2019-05-27,함안(920),X,25.2,23.2,20.9,17.9,78,X, ,X,낮음
2019-05-27,북춘천(93),X,22.8,19.5,17.6,16,85.4,X, ,X,보통
2019-05-27,하동(932),X,24.6,21.6,20,16.2,90,X, ,X,낮음
2019-05-27,철원(95),X,22.5,20.7,17.2,12.7,90.4,X, ,X,낮음
2019-05-27,동두천(98),X,22.3,20.3,16.9,13.1,86.5,X, ,X,낮음
2019-05-27,파주(99),X,22.8,20.5,17.4,13.8,84.9,X, ,X,낮음
2019-05-28,북강릉(104),X,23.3,26.4,21.1,14,26.8,X, ,X,매우높음
2019-05-28,동해(106),X,20.9,22.8,19.8,16.1,32.5,X, ,X,낮음
2019-05-28,서울(108),X,22.5,24.6,18.1,11.9,45.9,X, ,X,매우높음
2019-05-28,인천(112),X,21,20.6,17.2,13.9,60.9,X, ,X,매우높음
2019-05-28,원주(114),X,22.5,24.3,17.6,11.3,46.6,X, ,X,낮음
2019-05-28,울릉도(115),X,21.3,20.4,17.3,14.6,47.3,X, ,X,낮음
2019-05-28,수원(119),X,23.4,24.6,18,11,53.6,X, ,X,낮음
2019-05-28,영월(121),X,21.7,23.2,17.1,11.6,51.6,X, ,X,낮음
2019-05-28,충주(127),X,23,24.3,16.7,10,55.6,X, ,X,낮음
2019-05-28,서산(129),X,23.3,25.2,17.8,12.3,56.1,X, ,X,높음
2019-05-28,울진(130),X,21.7,22.7,18.8,14.6,45.1,X, ,X,낮음
2019-05-28,청주(131),X,22.6,25.2,19.2,13.8,42,X, ,X,매우높음
2019-05-28,대전(133),X,23.6,24,17.7,11.7,63.3,X, ,X,높음
2019-05-28,추풍령(135),X,20.6,21.1,16.2,12.1,52.1,X, ,X,낮음
2019-05-28,안동(136),X,21.8,22.6,17.1,13.1,56.8,X, ,X,매우높음
2019-05-28,상주(137),X,22.9,23.1,17.9,13.1,56.5,X, ,X,낮음
2019-05-28,포항(138),X,22.7,23.9,19.7,16.2,51.6,X, ,X,낮음
2019-05-28,군산(140),X,22.5,22.7,16.7,11.4,67.9,X, ,X,낮음
2019-05-28,대구(143),X,22.3,23.7,19.5,15.4,43,X, ,X,매우높음
2019-05-28,전주(146),X,22.9,22.1,16.3,12.1,76.1,X, ,X,높음
2019-05-28,울산(152),X,23.7,22.7,18.3,13.7,56.3,X, ,X,높음
2019-05-28,창원(155),X,22.3,24.5,17.7,13.4,54.9,X, ,X,높음
2019-05-28,광주(156),X,22.2,23,17.3,12,59.1,X, ,X,매우높음
2019-05-28,부산(159),X,22.7,22.5,18,15.1,58.9,X, ,X,높음
2019-05-28,통영(162),X,24.1,25.7,18.4,13.8,63.8,X, ,X,낮음
2019-05-28,목포(165),X,20.6,20.7,17.4,14.2,62.4,X, ,X,높음
2019-05-28,여수(168),X,23.3,23.9,19.1,14.5,48.3,X, ,X,낮음
2019-05-28,흑산도(169),X,21.5,19.4,17.2,14.3,70.5,X, ,X,낮음
2019-05-28,완도(170),X,23.7,23.9,18.9,14.9,51.8,X, ,X,낮음
2019-05-28,고창(172),X,21.5,21.7,16,10.3,71,X, ,X,낮음
2019-05-28,제주(184),X,22.5,21.7,18.9,15.5,55.9,X, ,X,매우높음
2019-05-28,진주(192),X,23.7,26.6,18.8,11.7,50.8,X, ,X,낮음
2019-05-28,양평(202),X,23.4,25.9,18.2,10.6,43.5,X, ,X,낮음
2019-05-28,이천(203),X,23.5,25.1,17.7,10.4,46.5,X, ,X,낮음
2019-05-28,인제(211),X,21.9,24,17,9.5,48,X, ,X,낮음
2019-05-28,홍천(212),X,23.7,25.7,17.3,9.4,53.3,X, ,X,낮음
2019-05-28,태백(216),X,20.6,21.5,15.7,10.7,43.3,X, ,X,낮음
2019-05-28,정선군(217),X,22.2,24.4,16.9,10.7,46.9,X, ,X,낮음
2019-05-28,제천(221),X,22.2,24.1,16.6,10.3,49.3,X, ,X,낮음
2019-05-28,보은(226),X,23,24,16.3,9.9,63.1,X, ,X,낮음
2019-05-28,천안(232),X,21.6,24.1,16.6,11.1,52.8,X, ,X,낮음
2019-05-28,보령(235),X,22.6,22.9,15.6,10.4,72.3,X, ,X,낮음
2019-05-28,부여(236),X,23,24.4,16.8,10.5,62.3,X, ,X,낮음
2019-05-28,금산(238),X,22.1,22.5,15.6,10.3,65,X, ,X,낮음
2019-05-28,세종(239),X,,,,,,X, ,X,높음
2019-05-28,부안(243),X,21.9,21.7,16.7,12.1,67,X, ,X,낮음
2019-05-28,임실(244),X,20.9,20.7,14.4,8.5,72.8,X, ,X,낮음
2019-05-28,정읍(245),X,22,21.2,15.8,10.8,81.8,X, ,X,낮음
2019-05-28,남원(247),X,21.5,22.3,16.1,10.9,68,X, ,X,낮음
2019-05-28,장수(248),X,19.8,19.6,13.8,8.7,67.1,X, ,X,낮음
2019-05-28,영광군(252),X,21.1,21,16.1,11.3,70.4,X, ,X,낮음
2019-05-28,김해시(253),X,25.1,25.7,19,15.4,59.1,X, ,X,낮음
2019-05-28,순창군(254),X,21.5,21.8,15.6,9.9,70.9,X, ,X,낮음
2019-05-28,양산시(257),X,24.9,25.4,19.1,13.6,63,X, ,X,낮음
2019-05-28,강진군(259),X,23,23.6,17.9,13.2,54.6,X, ,X,낮음
2019-05-28,장흥(260),X,23.1,24.3,17.8,12.7,59.3,X, ,X,낮음
2019-05-28,해남(261),X,22.7,22.9,16.9,11.8,65.3,X, ,X,낮음
2019-05-28,고흥(262),X,23.3,25.1,17.6,12,55.9,X, ,X,낮음
2019-05-28,의령군(263),X,23.3,25.3,17.9,11.9,59.5,X, ,X,낮음
2019-05-28,함양군(264),X,23.1,24.6,18.5,12.7,53.1,X, ,X,낮음
2019-05-28,진도군ASOS(268),X,21,21,14.8,9.9,65.4,X, ,X,낮음
2019-05-28,봉화(271),X,21.5,22.8,15.9,8.9,57,X, ,X,낮음
2019-05-28,영주(272),X,21.4,22.5,17.5,13,44.8,X, ,X,낮음
2019-05-28,문경(273),X,23.1,24.1,17.6,11.9,49.3,X, ,X,낮음
2019-05-28,청송군(276),X,22.4,22.8,16.8,11.4,67.3,X, ,X,낮음
2019-05-28,영덕(277),X,24,24.8,19.2,15.3,52.3,X, ,X,낮음
2019-05-28,의성(278),X,22.6,24.5,17.3,10.5,59.1,X, ,X,낮음
2019-05-28,구미(279),X,22.5,22.8,18.6,14,54.4,X, ,X,낮음
2019-05-28,영천(281),X,22.6,24.9,19.3,14.6,43,X, ,X,낮음
2019-05-28,경주시(283),X,23.1,24.3,18.6,13.2,57.5,X, ,X,낮음
2019-05-28,거창(284),X,21.5,22.6,16.6,10.6,58.8,X, ,X,낮음
2019-05-28,합천(285),X,22.3,25.1,18,11.6,51.9,X, ,X,낮음
2019-05-28,밀양(288),X,22.6,25.5,18.7,13.2,53.4,X, ,X,낮음
2019-05-28,산청(289),X,22.9,25,18.9,13.1,44.3,X, ,X,낮음
2019-05-28,거제(294),X,24.1,25,19.2,14.6,65.3,X, ,X,낮음
2019-05-28,남해(295),X,24.2,26.3,19.9,14.4,48.5,X, ,X,낮음
2019-05-28,부천(433),X,,23.2,18.1,12.6,,X, ,X,낮음
2019-05-28,안양(434),X,,23.1,18.5,13.2,50,X, ,X,낮음
2019-05-28,광명(437),X,,24.6,19,14.1,,X, ,X,낮음
2019-05-28,군포(438),X,,24.2,18.5,13,,X, ,X,낮음
2019-05-28,김포(441),X,,23,16.7,10.9,,X, ,X,낮음
2019-05-28,하남(444),X,,,17.9,,,X, ,X,낮음
2019-05-28,의왕(445),X,,22.3,16,9.5,,X, ,X,낮음
2019-05-28,포천(504),X,21.5,24.7,17.2,8.5,37,X, ,X,낮음
2019-05-28,가평조종(505),X,,24.3,16.2,7.2,,X, ,X,낮음
2019-05-28,안성(516),X,23.2,24.9,17.8,10.2,53,X, ,X,낮음
2019-05-28,간성(517),X,24.5,27.4,21.3,13.9,34,X, ,X,낮음
2019-05-28,평창(526),X,21.6,22.9,15.5,9.9,56,X, ,X,낮음
2019-05-28,의정부(532),X,23.9,24.8,16.8,8.5,64,X, ,X,낮음
2019-05-28,횡성(536),X,24.6,25.6,16.2,9,66,X, ,X,낮음
2019-05-28,고양(540),X,24.9,26.1,17.6,8.4,59,X, ,X,낮음
2019-05-28,남양주(541),X,23.8,25.7,17.6,9.3,52,X, ,X,낮음
2019-05-28,안산(545),X,23,23.2,16.3,7.5,66,X, ,X,낮음
2019-05-28,경기광주(546),X,22.3,24.8,16.8,9.3,49,X, ,X,낮음
2019-05-28,여주(548),X,23.8,24.5,17.3,10.1,49,X, ,X,낮음
2019-05-28,용인(549),X,22.4,24,16.9,8.7,50,X, ,X,낮음
2019-05-28,오산(550),X,22.8,24.5,18,11.7,42,X, ,X,낮음
2019-05-28,평택(551),X,23.1,25.3,18.7,13.1,47,X, ,X,낮음
2019-05-28,화천(555),X,24.4,26.4,17.2,8.2,56,X, ,X,낮음
2019-05-28,양구(556),X,22.7,25.2,17.1,8.4,50,X, ,X,낮음
2019-05-28,시흥(565),X,22.7,23.3,17.9,9.6,54,X, ,X,낮음
2019-05-28,구리(569),X,23.8,26,18.4,10.2,47,X, ,X,낮음
2019-05-28,화성(571),X,22,23.1,17.1,10.6,50,X, ,X,낮음
2019-05-28,성남(572),X,23.1,25.3,18.2,11,45,X, ,X,높음
2019-05-28,과천(590),X,23.5,24.7,17.6,8.3,56,X, ,X,낮음
2019-05-28,양주(598),X,23.3,24.6,16.9,7.9,58,X, ,X,낮음
2019-05-28,단양(601),X,23.6,24.6,17.4,12.5,61,X, ,X,낮음
2019-05-28,진천(602),X,22.8,24.6,17.9,10.1,41,X, ,X,낮음
2019-05-28,괴산(603),X,22.6,24.2,16.2,9.5,57,X, ,X,낮음
2019-05-28,옥천(604),X,23.1,23.3,16.5,10.6,72,X, ,X,낮음
2019-05-28,홍북(608),X,24.5,24.6,16.7,11.1,64,X, ,X,낮음
2019-05-28,공주(612),X,23.5,25.3,17.4,9.9,59,X, ,X,낮음
2019-05-28,서천(614),X,23.1,23.1,17.3,12.3,67,X, ,X,낮음
2019-05-28,논산(615),X,23,,,,,X, ,X,낮음
2019-05-28,당진(616),X,22.7,24.3,17.7,11.6,59,X, ,X,낮음
2019-05-28,청양(618),X,22,23.7,15.7,8.1,64,X, ,X,낮음
2019-05-28,음성(619),X,23.1,23.7,16.4,9.8,58,X, ,X,낮음
2019-05-28,증평(623),X,22.8,24.4,17.9,11.2,53,X, ,X,낮음
2019-05-28,태안(627),X,23.1,23.5,17,11.4,66,X, ,X,낮음
2019-05-28,예산(628),X,23.4,25.1,18,11.8,59,X, ,X,낮음
2019-05-28,아산(634),X,23.1,25.7,18.7,13,46,X, ,X,낮음
2019-05-28,계룡(636),X,22.4,23.2,14.8,7.6,68,X, ,X,낮음
2019-05-28,연천청산(652),X,23.9,24.9,16.6,7.7,60,X, ,X,낮음
2019-05-28,양양(670),X,25.2,27.7,21.3,16.1,42,X, ,X,낮음
2019-05-28,무안(699),X,21.5,20.9,16.1,11.5,73,X, ,X,낮음
2019-05-28,무주(701),X,21.9,21.3,15.1,9.3,78,X, ,X,낮음
2019-05-28,익산(702),X,24,23,16,9.8,82,X, ,X,낮음
2019-05-28,진안(703),X,20.2,19.4,13.9,8.7,75,X, ,X,낮음
2019-05-28,담양(706),X,24.1,24.4,16.4,10,74,X, ,X,낮음
2019-05-28,구례(709),X,22.6,24.3,17.1,11.9,55,X, ,X,낮음
2019-05-28,나주(710),X,23.8,23.4,16.2,11,77,X, ,X,낮음
2019-05-28,순천시(712),X,25,26.2,19,14.7,55,X, ,X,낮음
2019-05-28,광양읍(713),X,24.9,26.6,19.2,13.5,56,X, ,X,낮음
2019-05-28,장성(730),X,22.5,23,15.5,9.5,71,X, ,X,낮음
2019-05-28,영암(731),X,22.6,22.9,16.6,10.9,71,X, ,X,낮음
2019-05-28,보성(732),X,23.2,24.2,16.3,10.4,64,X, ,X,낮음
2019-05-28,완주(734),X,24,23.4,15.9,9.4,76,X, ,X,낮음
2019-05-28,김제(737),X,21.9,21.8,16.4,12.2,68,X, ,X,낮음
2019-05-28,화순(741),X,21.6,23.3,15.9,10.3,59,X, ,X,낮음
2019-05-28,함평(754),X,21.5,22.4,16,9.7,70,X, ,X,낮음
2019-05-28,곡성(768),X,21.7,23.1,15.7,9.6,63,X, ,X,낮음
2019-05-28,압해도(789),X,22.4,22,17,13.4,75,X, ,X,낮음
2019-05-28,영양(801),X,22.5,22.5,16.1,10.5,69,X, ,X,낮음
2019-05-28,성주(810),X,21.6,22.6,17.3,11.5,53,X, ,X,낮음
2019-05-28,고령(812),X,22.5,23.4,16.8,10.6,64,X, ,X,낮음
2019-05-28,청도(813),X,21.5,23.7,17.2,10.7,57,X, ,X,낮음
2019-05-28,예천(815),X,23,23.5,17,12.1,67,X, ,X,낮음
2019-05-28,김천(822),X,21.9,22.2,16.2,9.3,61,X, ,X,낮음
2019-05-28,군위(823),X,23.3,23.4,17.1,11.1,63,X, ,X,낮음
2019-05-28,칠곡(825),X,22.9,24.1,18.4,13.2,49,X, ,X,낮음
2019-05-28,경산(827),X,22,23.6,18.9,14.2,45,X, ,X,낮음
2019-05-28,삼척(876),X,21.3,23.8,20.5,16.3,30,X, ,X,낮음
2019-05-28,속초(90),X,24.7,27.9,21.3,15.9,32.4,X, ,X,낮음
2019-05-28,삼천포(907),X,24.7,25.9,18.7,14.4,56,X, ,X,낮음
2019-05-28,고성(918),X,23.2,24.6,18.4,13.1,58,X, ,X,낮음
2019-05-28,창녕(919),X,22.5,24.2,17.7,11.6,58,X, ,X,낮음
2019-05-28,함안(920),X,23,24.9,18.2,12,56,X, ,X,낮음
2019-05-28,북춘천(93),X,23.4,25.8,17.2,8.8,54.3,X, ,X,매우높음
2019-05-28,하동(932),X,25.1,27.3,19.2,13.4,55,X, ,X,낮음
2019-05-28,철원(95),X,22.5,23.7,16.7,8.4,57.6,X, ,X,낮음
2019-05-28,동두천(98),X,23.9,25,17,8.8,58,X, ,X,낮음
2019-05-28,파주(99),X,23.8,24.3,17.1,9.5,61,X, ,X,낮음
2019-05-29,북강릉(104),X,24.2,28.1,21.4,13.5,27.4,X, ,X,매우높음
2019-05-29,동해(106),X,21.5,24.3,18.9,12.5,40.8,X, ,X,낮음
2019-05-29,서울(108),X,24.5,26.5,20.3,13.3,48.4,X, ,X,매우높음
2019-05-29,인천(112),X,22.4,22.4,18.4,14.2,63.4,X, ,X,매우높음
2019-05-29,원주(114),X,24.1,26.7,19.3,10.8,40.8,X, ,X,낮음
2019-05-29,울릉도(115),X,23.1,23.7,18.8,13.5,46.1,X, ,X,낮음
2019-05-29,수원(119),X,25.6,27.1,19,11.8,59,X, ,X,낮음
2019-05-29,영월(121),X,24.1,26.2,17.8,7.4,47.8,X, ,X,낮음
2019-05-29,충주(127),X,25.5,27.4,18.6,8.3,48.8,X, ,X,낮음
2019-05-29,서산(129),X,25.8,27.1,18,10.3,69.4,X, ,X,매우높음
2019-05-29,울진(130),X,22.8,24.2,17.1,13.3,65.9,X, ,X,낮음
2019-05-29,청주(131),X,26.7,28.7,21,13.6,41.1,X, ,X,매우높음
2019-05-29,대전(133),X,27,27.8,20.1,11.9,53.4,X, ,X,매우높음
2019-05-29,추풍령(135),X,24,26.6,19.6,9.1,37.4,X, ,X,낮음
2019-05-29,안동(136),X,25.3,27.4,19.5,8.3,43.9,X, ,X,매우높음
2019-05-29,상주(137),X,26.5,27.7,21.3,14.3,42.9,X, ,X,낮음
2019-05-29,포항(138),X,26.5,29.9,23,14.8,36.8,X, ,X,낮음
2019-05-29,군산(140),X,24,22.9,17.7,11.9,77.4,X, ,X,낮음
2019-05-29,대구(143),X,26.5,30.5,22.5,11.6,35.5,X, ,X,매우높음
2019-05-29,전주(146),X,26.5,25.8,18.6,11,69.4,X, ,X,매우높음
2019-05-29,울산(152),X,26.4,29.5,21.6,12.2,39.9,X, ,X,매우높음
2019-05-29,창원(155),X,26.6,29,21.8,12.5,35,X, ,X,매우높음
2019-05-29,광주(156),X,26.4,27.6,19.8,11.8,63,X, ,X,매우높음
2019-05-29,부산(159),X,24.2,25.4,20.6,14,46.1,X, ,X,매우높음
2019-05-29,통영(162),X,24.8,25.8,20,13.6,61.8,X, ,X,낮음
2019-05-29,목포(165),X,24.6,24.5,18.9,13.7,69,X, ,X,매우높음
2019-05-29,여수(168),X,25.8,27.2,21.8,17.5,42.6,X, ,X,낮음
2019-05-29,흑산도(169),X,25.3,25.1,20.5,16.3,57.3,X, ,X,낮음
2019-05-29,완도(170),X,27.1,27.5,22,16.7,50.9,X, ,X,낮음
2019-05-29,고창(172),X,25.2,25.4,18,9.8,73.8,X, ,X,낮음
2019-05-29,제주(184),X,26.7,27,22.3,18.7,46.3,X, ,X,매우높음
2019-05-29,진주(192),X,27.9,30.3,19.7,9.6,54.1,X, ,X,낮음
2019-05-29,양평(202),X,24.8,28.1,19,9.6,50.5,X, ,X,낮음
2019-05-29,이천(203),X,25.1,27.7,19,9.4,48.4,X, ,X,낮음
2019-05-29,인제(211),X,23.8,26.4,17.9,8.2,45.4,X, ,X,낮음
2019-05-29,홍천(212),X,25.1,28.6,18.7,8.4,48.1,X, ,X,낮음
2019-05-29,태백(216),X,21.8,24.1,18,8.8,35.3,X, ,X,낮음
2019-05-29,정선군(217),X,23.3,25.8,17.3,7.4,46.5,X, ,X,낮음
2019-05-29,제천(221),X,23.9,26.7,17.1,7.1,49.9,X, ,X,낮음
2019-05-29,보은(226),X,26.3,27.8,17.6,7.2,58.8,X, ,X,낮음
2019-05-29,천안(232),X,25,26.9,17.6,7.1,54.4,X, ,X,낮음
2019-05-29,보령(235),X,23.7,23,16.5,10.9,78.8,X, ,X,낮음
2019-05-29,부여(236),X,26.2,28.1,18.1,9.8,66.5,X, ,X,낮음
2019-05-29,금산(238),X,25.8,27,17.7,7.2,59.6,X, ,X,낮음
2019-05-29,세종(239),X,,,,,,X, ,X,매우높음
2019-05-29,부안(243),X,24.9,24.7,18.2,11.5,67.5,X, ,X,낮음
2019-05-29,임실(244),X,25.5,26.9,16.5,6.1,64.5,X, ,X,낮음
2019-05-29,정읍(245),X,26.3,25.6,18.4,10,82.8,X, ,X,낮음
2019-05-29,남원(247),X,26,28.1,18.2,8.3,54.1,X, ,X,낮음
2019-05-29,장수(248),X,24.4,25.7,16.2,6.3,53.4,X, ,X,낮음
2019-05-29,영광군(252),X,25.2,25.4,17.7,9.5,74.3,X, ,X,낮음
2019-05-29,김해시(253),X,27.9,29.9,22.5,13,44.1,X, ,X,낮음
2019-05-29,순창군(254),X,26,27.8,17.7,7.5,65.8,X, ,X,낮음
2019-05-29,양산시(257),X,27.1,28.6,20.4,10.8,56.5,X, ,X,낮음
2019-05-29,강진군(259),X,26.7,27.9,20.3,12.5,56.6,X, ,X,낮음
2019-05-29,장흥(260),X,27.2,28.5,19.8,11.3,61.9,X, ,X,낮음
2019-05-29,해남(261),X,26.5,26.8,18.4,9.4,73.4,X, ,X,낮음
2019-05-29,고흥(262),X,26.7,28.3,19.4,10.1,57.6,X, ,X,낮음
2019-05-29,의령군(263),X,27.5,29.9,20.5,9,48.1,X, ,X,낮음
2019-05-29,함양군(264),X,26.6,28.2,19.6,9.3,50.9,X, ,X,낮음
2019-05-29,진도군ASOS(268),X,25.3,25,,13.8,71.4,X, ,X,낮음
2019-05-29,봉화(271),X,22.9,25.7,16.3,5.6,53.5,X, ,X,낮음
2019-05-29,영주(272),X,23.4,25.4,19.4,9.1,39.4,X, ,X,낮음
2019-05-29,문경(273),X,25.7,27.1,20.1,11.1,42.3,X, ,X,낮음
2019-05-29,청송군(276),X,25.5,27.1,18.2,6.5,55.8,X, ,X,낮음
2019-05-29,영덕(277),X,26.1,29.3,20.9,11.3,40.9,X, ,X,낮음
2019-05-29,의성(278),X,26.8,29.9,18.5,6.8,50.9,X, ,X,낮음
2019-05-29,구미(279),X,26.7,29.5,21.1,11,45.4,X, ,X,낮음
2019-05-29,영천(281),X,26.1,30.7,21.8,9.8,34.3,X, ,X,낮음
2019-05-29,경주시(283),X,27.5,30.5,21.4,9.6,46,X, ,X,낮음
2019-05-29,거창(284),X,25.9,28,19.1,7.8,43.4,X, ,X,낮음
2019-05-29,합천(285),X,26.7,30.9,20.4,8.1,41.4,X, ,X,낮음
2019-05-29,밀양(288),X,26.8,31.1,20.2,9,47.4,X, ,X,낮음
2019-05-29,산청(289),X,26.5,28.6,21.3,11.4,36.3,X, ,X,낮음
2019-05-29,거제(294),X,25.2,26.5,20.3,12.2,54.4,X, ,X,낮음
